校区,开课学院,课程代码,课程名称,学号,考试时间,考试地点
仙林,电子科学与工程学院,B0400032S,数字电路与逻辑设计B,B09030520,2014年02月19日(16:00-17:50),教2-102
仙林,通信与信息工程学院,B0200013S,通信原理C,B09030622,2014年02月22日(07:50-09:40),教2-101
仙林,计算机学院,B0300062S,微型计算机原理与接口技术,B09030622,2014年02月22日(18:30-20:20),教2-101
仙林,理学院,B0600321S,大学物理(下),B09030622,2014年02月22日(10:25-12:15),教2-101
仙林,通信与信息工程学院,B0200032S,信号与系统B,B09040128,2014年02月19日(18:30-20:20),教2-300
仙林,通信与信息工程学院,B0200013S,通信原理C,B09040209,2014年02月22日(07:50-09:40),教2-101
仙林,计算机学院,B0301081S,操作系统A,B09040209,2014年02月17日(16:00-17:50),教2-208
仙林,电子科学与工程学院,B0400032S,数字电路与逻辑设计B,B09040209,2014年02月19日(16:00-17:50),教2-102
仙林,理学院,B0600071S,概率统计和随机过程,B09040209,2014年02月22日(16:00-17:50),教2-208
仙林,通信与信息工程学院,B0200013S,通信原理C,B09040308,2014年02月22日(07:50-09:40),教2-101
仙林,通信与信息工程学院,B0200032S,信号与系统B,B09040308,2014年02月19日(18:30-20:20),教2-300
仙林,计算机学院,B0301152S,计算机通信与网络,B09040308,2014年02月22日(13:30-15:20),教2-309
仙林,计算机学院,B0302021S,离散数学,B09040308,2014年02月17日(18:30-20:20),教2-400
仙林,理学院,B0600071S,概率统计和随机过程,B09040308,2014年02月22日(16:00-17:50),教2-208
仙林,计算机学院,B0300051S,数据结构A,B09040310,2014年02月18日(18:30-20:20),教3-300
仙林,理学院,B0600071S,概率统计和随机过程,B09040310,2014年02月22日(16:00-17:50),教2-208
仙林,计算机学院,B0301061S,汇编语言程序设计,B09040311,2014年02月18日(16:00-17:50),教2-202
仙林,计算机学院,B0302021S,离散数学,B09040311,2014年02月17日(18:30-20:20),教2-400
仙林,通信与信息工程学院,B0200032S,信号与系统B,B09040435,2014年02月19日(18:30-20:20),教2-300
仙林,计算机学院,B0301162C,TCP/IP网络设计与实现（双语）,B09040435,2014年02月15日(16:00-17:50),教2-101
仙林,计算机学院,B0301162C,TCP/IP网络设计与实现（双语）,B09040621,2014年02月15日(16:00-17:50),教2-101
仙林,人文与社会科学学院,B0900101C,大学语文,B09040621,2014年02月15日(13:30-15:20),教2-101
仙林,通信与信息工程学院,B0200032S,信号与系统B,B09040713,2014年02月19日(18:30-20:20),教2-300
仙林,计算机学院,B0300051S,数据结构A,B09040713,2014年02月18日(18:30-20:20),教3-300
仙林,理学院,B0600071S,概率统计和随机过程,B09040728,2014年02月22日(16:00-17:50),教2-208
仙林,通信与信息工程学院,B0200032S,信号与系统B,B09040816,2014年02月19日(18:30-20:20),教2-300
仙林,计算机学院,B0301072S,微型计算机接口技术,B09040816,2014年02月22日(18:30-20:20),教2-300
仙林,计算机学院,B0301081S,操作系统A,B09040816,2014年02月17日(16:00-17:50),教2-208
仙林,理学院,B0600071S,概率统计和随机过程,B09040816,2014年02月22日(16:00-17:50),教2-208
仙林,通信与信息工程学院,B0200032S,信号与系统B,B09040817,2014年02月19日(18:30-20:20),教2-300
仙林,计算机学院,B0301081S,操作系统A,B09040817,2014年02月17日(16:00-17:50),教2-208
仙林,计算机学院,B0301531C,单片机原理及系统设计,B09040817,2014年02月16日(10:25-12:15),教2-102
仙林,理学院,B0600321S,大学物理(下),B09040817,2014年02月22日(10:25-12:15),教2-101
仙林,马克思主义学院,B0900042S,毛泽东思想和中国特色社会主义理论体系概论,B09040817,2014年02月17日(18:30-20:20),教2-300
仙林,通信与信息工程学院,B0200032S,信号与系统B,B09040818,2014年02月19日(18:30-20:20),教2-300
仙林,理学院,B0600071S,概率统计和随机过程,B09040818,2014年02月22日(16:00-17:50),教2-208
仙林,计算机学院,B0301072S,微型计算机接口技术,B09040825,2014年02月22日(18:30-20:20),教2-300
仙林,计算机学院,B0300062S,微型计算机原理与接口技术,B09060631,2014年02月22日(18:30-20:20),教2-101
仙林,电子科学与工程学院,B0400032S,数字电路与逻辑设计B,B09060631,2014年02月19日(16:00-17:50),教2-102
仙林,理学院,B0600061S,概率论与数理统计,B09060631,2014年02月22日(16:00-17:50),教2-400
仙林,通信与信息工程学院,B0200032S,信号与系统B,B09060722,2014年02月19日(18:30-20:20),教2-300
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B09060722,2014年02月20日(18:30-20:20),教2-209
仙林,自动化学院,B0503131S,工程电磁场,B09060722,2014年02月19日(16:00-17:50),教2-300
仙林,理学院,B0600321S,大学物理(下),B09060722,2014年02月22日(10:25-12:15),教2-101
仙林,通信与信息工程学院,B0200032S,信号与系统B,B09061025,2014年02月19日(18:30-20:20),教2-300
仙林,理学院,B0600061S,概率论与数理统计,B09061025,2014年02月22日(16:00-17:50),教2-400
仙林,理学院,B0600321S,大学物理(下),B09061025,2014年02月22日(10:25-12:15),教2-101
仙林,通信与信息工程学院,B0200032S,信号与系统B,B09061124,2014年02月19日(18:30-20:20),教2-300
仙林,计算机学院,B0300062S,微型计算机原理与接口技术,B09061124,2014年02月22日(18:30-20:20),教2-101
仙林,电子科学与工程学院,B0400032S,数字电路与逻辑设计B,B09061124,2014年02月19日(16:00-17:50),教2-102
仙林,自动化学院,B0503102S,电力电子技术,B09061124,2014年02月20日(16:00-17:50),教2-101
仙林,自动化学院,B0503311S,电力系统分析,B09061124,2014年02月22日(07:50-09:40),教2-202
仙林,理学院,B0600061S,概率论与数理统计,B09061124,2014年02月22日(16:00-17:50),教2-400
仙林,计算机学院,B0300011S,高级语言程序设计,B09070227,2014年02月21日(16:00-17:50),教2-101
仙林,理学院,B0600061S,概率论与数理统计,B09070227,2014年02月22日(16:00-17:50),教2-400
仙林,材料科学与工程学院,B1701191S,有机化学（上）,B09070227,2014年02月18日(18:30-20:20),教2-300
仙林,理学院,B0600321S,大学物理(下),B09080308,2014年02月22日(10:25-12:15),教2-101
仙林,理学院,B0602011S,概率论,B09080308,2014年02月21日(16:00-17:50),教2-202
仙林,计算机学院,B0300011S,高级语言程序设计,B09090216,2014年02月21日(16:00-17:50),教2-101
仙林,理学院,B0600031S,线性代数与解析几何,B09090328,2014年02月22日(13:30-15:20),教2-101
仙林,理学院,B0600071S,概率统计和随机过程,B09090328,2014年02月22日(16:00-17:50),教2-208
仙林,理学院,B0600321S,大学物理(下),B09090328,2014年02月22日(10:25-12:15),教2-101
仙林,计算机学院,B0300062S,微型计算机原理与接口技术,B09100209,2014年02月22日(18:30-20:20),教2-101
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,B09100209,2014年02月20日(18:30-20:20),教3-300
仙林,理学院,B0600011S,高等数学A(上),B09100209,2014年02月21日(18:30-20:20),教2-209
仙林,电子科学与工程学院,B0400081S,电工电子技术基础,B09100219,2014年02月20日(18:30-20:20),教3-300
仙林,计算机学院,B0300062S,微型计算机原理与接口技术,B09100529,2014年02月22日(18:30-20:20),教2-101
三牌楼,理学院,B0600061S,概率论与数理统计,B09110418,2014年02月22日(16:00-17:50),图7
三牌楼,计算机学院,B0300011S,高级语言程序设计,B09111022,2014年02月21日(16:00-17:50),图7
三牌楼,计算机学院,B0300011S,高级语言程序设计,B09111027,2014年02月21日(16:00-17:50),图7
三牌楼,通信与信息工程学院,B0205021S,卫星通信,B10010101,2014年02月20日(18:30-20:20),图7
仙林,通信与信息工程学院,B0200011S,通信原理A,B10010103,2014年02月17日(16:00-17:50),教2-101
仙林,通信与信息工程学院,B0202013S,交换技术基础,B10010103,2014年02月20日(16:00-17:50),教2-202
仙林,电子科学与工程学院,B0204111S,电磁场与传输理论A,B10010103,2014年02月20日(18:30-20:20),教2-300
仙林,计算机学院,B0300062S,微型计算机原理与接口技术,B10010103,2014年02月22日(18:30-20:20),教2-101
仙林,电子科学与工程学院,B0400051S,通信电子线路,B10010103,2014年02月22日(16:00-17:50),教2-308
三牌楼,电子科学与工程学院,B0400051S,通信电子线路,B10010126,2014年02月22日(16:00-17:50),图7
三牌楼,通信与信息工程学院,B0203061C,网络监控与管理,B10010219,2014年02月22日(18:30-20:20),图7
三牌楼,通信与信息工程学院,B0202221C,下一代网络技术（双语）,B10010224,2014年02月20日(18:30-20:20),图7
三牌楼,电子科学与工程学院,B0204111S,电磁场与传输理论A,B10010233,2014年02月20日(18:30-20:20),图7
三牌楼,通信与信息工程学院,B0205021S,卫星通信,B10010309,2014年02月20日(18:30-20:20),图7
三牌楼,通信与信息工程学院,B0205021S,卫星通信,B10010314,2014年02月20日(18:30-20:20),图7
三牌楼,通信与信息工程学院,B0200031S,信号与系统A,B10010320,2014年02月19日(18:30-20:20),图7
三牌楼,电子科学与工程学院,B0204111S,电磁场与传输理论A,B10010401,2014年02月20日(18:30-20:20),图7
三牌楼,计算机学院,B0300011S,高级语言程序设计,B10010417,2014年02月21日(16:00-17:50),图7
三牌楼,通信与信息工程学院,B0202013S,交换技术基础,B10010418,2014年02月20日(16:00-17:50),图7
三牌楼,电子科学与工程学院,B0204111S,电磁场与传输理论A,B10010418,2014年02月20日(18:30-20:20),图7
三牌楼,计算机学院,B0300062S,微型计算机原理与接口技术,B10010418,2014年02月22日(18:30-20:20),图7
三牌楼,通信与信息工程学院,B0202013S,交换技术基础,B10010424,2014年02月20日(16:00-17:50),图7
三牌楼,通信与信息工程学院,B0205021S,卫星通信,B10010432,2014年02月20日(18:30-20:20),图7
三牌楼,电子科学与工程学院,B0204111S,电磁场与传输理论A,B10010502,2014年02月20日(18:30-20:20),图7
三牌楼,理学院,B0600011S,高等数学A(上),B10010502,2014年02月21日(18:30-20:20),图7
三牌楼,计算机学院,B0300011S,高级语言程序设计,B10010504,2014年02月21日(16:00-17:50),图7
三牌楼,通信与信息工程学院,B0203061C,网络监控与管理,B10010514,2014年02月22日(18:30-20:20),图7
三牌楼,通信与信息工程学院,B0203061C,网络监控与管理,B10010518,2014年02月22日(18:30-20:20),图7
三牌楼,通信与信息工程学院,B0203061C,网络监控与管理,B10010528,2014年02月22日(18:30-20:20),图7
三牌楼,通信与信息工程学院,B0202221C,下一代网络技术（双语）,B10010529,2014年02月20日(18:30-20:20),图7
三牌楼,通信与信息工程学院,B0200031S,信号与系统A,B10010530,2014年02月19日(18:30-20:20),图7
三牌楼,通信与信息工程学院,B0203061C,网络监控与管理,B10010530,2014年02月22日(18:30-20:20),图7
三牌楼,电子科学与工程学院,B0204111S,电磁场与传输理论A,B10010530,2014年02月20日(18:30-20:20),图7
三牌楼,通信与信息工程学院,B0209043S,信息论基础C,B10010530,2014年02月18日(16:00-17:50),图7
三牌楼,通信与信息工程学院,B0203061C,网络监控与管理,B10010534,2014年02月22日(18:30-20:20),图7
三牌楼,电子科学与工程学院,B0204111S,电磁场与传输理论A,B10010534,2014年02月20日(18:30-20:20),图7
三牌楼,理学院,B0600011S,高等数学A(上),B10010538,2014年02月21日(18:30-20:20),图7
三牌楼,通信与信息工程学院,B0203061C,网络监控与管理,B10010601,2014年02月22日(18:30-20:20),图7
仙林,通信与信息工程学院,B0200031S,信号与系统A,B10010612,2014年02月19日(18:30-20:20),教2-209
仙林,电子科学与工程学院,B0204111S,电磁场与传输理论A,B10010612,2014年02月20日(18:30-20:20),教2-300
仙林,通信与信息工程学院,B0209043S,信息论基础C,B10010612,2014年02月18日(16:00-17:50),教2-301
仙林,体育部,B1000031C,体育Ⅲ,B10010616,2014年02月23日10:00,仙林体育场（北田径场）
三牌楼,电子科学与工程学院,B0204111S,电磁场与传输理论A,B10010618,2014年02月20日(18:30-20:20),图7
三牌楼,电子科学与工程学院,B0204111S,电磁场与传输理论A,B10010622,2014年02月20日(18:30-20:20),图7
仙林,电工电子实验教学中心,B1100011S,电工电子实验（一）,B10010622,2014年02月18日(18:30-20:20),教3-216
三牌楼,通信与信息工程学院,B0205021S,卫星通信,B10010624,2014年02月20日(18:30-20:20),图7
三牌楼,电子科学与工程学院,B0204111S,电磁场与传输理论A,B10010627,2014年02月20日(18:30-20:20),图7
三牌楼,通信与信息工程学院,B0215011C,第三代移动通信系统,B10010631,2014年02月17日(16:00-17:50),图7
三牌楼,通信与信息工程学院,B0215011C,第三代移动通信系统,B10010632,2014年02月17日(16:00-17:50),图7
三牌楼,通信与信息工程学院,B0203061C,网络监控与管理,B10010634,2014年02月22日(18:30-20:20),图7
三牌楼,电子科学与工程学院,B0204111S,电磁场与传输理论A,B10010634,2014年02月20日(18:30-20:20),图7
三牌楼,通信与信息工程学院,B0200011S,通信原理A,B10010717,2014年02月17日(16:00-17:50),图7
三牌楼,电子科学与工程学院,B0204111S,电磁场与传输理论A,B10010717,2014年02月20日(18:30-20:20),图7
三牌楼,通信与信息工程学院,B0200011S,通信原理A,B10010730,2014年02月17日(16:00-17:50),图7
三牌楼,电子科学与工程学院,B0204111S,电磁场与传输理论A,B10010730,2014年02月20日(18:30-20:20),图7
三牌楼,通信与信息工程学院,B0203061C,网络监控与管理,B10010736,2014年02月22日(18:30-20:20),图7
三牌楼,通信与信息工程学院,B0203061C,网络监控与管理,B10010813,2014年02月22日(18:30-20:20),图7
三牌楼,电子科学与工程学院,B0400041S,模拟电子线路,B10010814,2014年02月19日(16:00-17:50),图7
三牌楼,通信与信息工程学院,B0202221C,下一代网络技术（双语）,B10010822,2014年02月20日(18:30-20:20),图7
三牌楼,电子科学与工程学院,B0204111S,电磁场与传输理论A,B10010825,2014年02月20日(18:30-20:20),图7
三牌楼,计算机学院,B0300062S,微型计算机原理与接口技术,B10010916,2014年02月22日(18:30-20:20),图7
三牌楼,通信与信息工程学院,B0200021S,数字信号处理A（双语）,B10010923,2014年02月21日(16:00-17:50),图7
三牌楼,电子科学与工程学院,B0400042S,模拟电子技术,B10010923,2014年02月20日(18:30-20:20),图7
三牌楼,理学院,B0600041S,数理方程,B10010923,2014年02月17日(18:30-20:20),图7
三牌楼,通信与信息工程学院,B0200021S,数字信号处理A（双语）,B10010927,2014年02月21日(16:00-17:50),图7
三牌楼,电子科学与工程学院,B0400042S,模拟电子技术,B10010927,2014年02月20日(18:30-20:20),图7
三牌楼,理学院,B0600041S,数理方程,B10010927,2014年02月17日(18:30-20:20),图7
三牌楼,通信与信息工程学院,B0209251C,信息安全导论,B10011004,2014年02月16日(13:30-15:20),图7
三牌楼,通信与信息工程学院,B0200031S,信号与系统A,B10011114,2014年02月19日(18:30-20:20),图7
三牌楼,电子科学与工程学院,B0400031S,数字电路与逻辑设计,B10011114,2014年02月22日(07:50-09:40),图7
三牌楼,电子科学与工程学院,B0400042S,模拟电子技术,B10011114,2014年02月20日(18:30-20:20),图7
三牌楼,理学院,B0600041S,数理方程,B10011114,2014年02月17日(18:30-20:20),图7
三牌楼,理学院,B0600041S,数理方程,B10011115,2014年02月17日(18:30-20:20),图7
仙林,通信与信息工程学院,B0200031S,信号与系统A,B10011128,2014年02月19日(18:30-20:20),教2-209
仙林,电子科学与工程学院,B0400042S,模拟电子技术,B10011128,2014年02月20日(18:30-20:20),教2-209
